2025-01-07 at 17:09:04 | INFO | Loaded model from /root/code/MRIclass/results/007-ViT3D-S-8/checkpoints/0005000.pt
2025-01-07 at 20:06:10 | INFO | item: 296, logits: tensor([[0.1680, 0.0137]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:10 | INFO | item: 297, logits: tensor([[0.1652, 0.0127]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:10 | INFO | item: 298, logits: tensor([[0.1679, 0.0134]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:15 | INFO | item: 299, logits: tensor([[0.1685, 0.0133]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:15 | INFO | item: 300, logits: tensor([[0.1660, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:16 | INFO | item: 301, logits: tensor([[0.1645, 0.0123]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:16 | INFO | item: 302, logits: tensor([[0.1676, 0.0137]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:22 | INFO | item: 303, logits: tensor([[0.1674, 0.0140]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:22 | INFO | item: 304, logits: tensor([[0.1639, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:22 | INFO | item: 305, logits: tensor([[0.1639, 0.0118]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:23 | INFO | item: 306, logits: tensor([[0.1619, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:28 | INFO | item: 307, logits: tensor([[0.1687, 0.0138]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:28 | INFO | item: 308, logits: tensor([[0.1673, 0.0134]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:28 | INFO | item: 309, logits: tensor([[0.1674, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:29 | INFO | item: 310, logits: tensor([[0.1665, 0.0137]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:35 | INFO | item: 311, logits: tensor([[0.1651, 0.0133]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:35 | INFO | item: 312, logits: tensor([[0.1628, 0.0124]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:36 | INFO | item: 313, logits: tensor([[0.1670, 0.0126]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:36 | INFO | item: 314, logits: tensor([[0.1670, 0.0133]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:43 | INFO | item: 315, logits: tensor([[0.1657, 0.0115]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:43 | INFO | item: 316, logits: tensor([[0.1656, 0.0135]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:06:43 | INFO | item: 317, logits: tensor([[0.1649, 0.0115]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:43 | INFO | item: 318, logits: tensor([[0.1651, 0.0117]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:48 | INFO | item: 319, logits: tensor([[0.1647, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:49 | INFO | item: 320, logits: tensor([[0.1671, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:49 | INFO | item: 321, logits: tensor([[0.1643, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:49 | INFO | item: 322, logits: tensor([[0.1675, 0.0136]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:53 | INFO | item: 323, logits: tensor([[0.1685, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:53 | INFO | item: 324, logits: tensor([[0.1668, 0.0134]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:53 | INFO | item: 325, logits: tensor([[0.1645, 0.0119]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:53 | INFO | item: 326, logits: tensor([[0.1682, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:56 | INFO | item: 327, logits: tensor([[0.1666, 0.0118]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:57 | INFO | item: 328, logits: tensor([[0.1667, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:57 | INFO | item: 329, logits: tensor([[0.1651, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:57 | INFO | item: 330, logits: tensor([[0.1663, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:06:59 | INFO | item: 331, logits: tensor([[0.1643, 0.0120]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:00 | INFO | item: 332, logits: tensor([[0.1657, 0.0128]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:00 | INFO | item: 333, logits: tensor([[0.1662, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:00 | INFO | item: 334, logits: tensor([[0.1660, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:03 | INFO | item: 335, logits: tensor([[0.1671, 0.0128]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:03 | INFO | item: 336, logits: tensor([[0.1682, 0.0128]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:03 | INFO | item: 337, logits: tensor([[0.1675, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:03 | INFO | item: 338, logits: tensor([[0.1663, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:09 | INFO | item: 339, logits: tensor([[0.1638, 0.0118]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:10 | INFO | item: 340, logits: tensor([[0.1668, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:10 | INFO | item: 341, logits: tensor([[0.1681, 0.0133]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:10 | INFO | item: 342, logits: tensor([[0.1629, 0.0122]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:19 | INFO | item: 343, logits: tensor([[0.1621, 0.0131]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:19 | INFO | item: 344, logits: tensor([[0.1683, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:19 | INFO | item: 345, logits: tensor([[0.1676, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:19 | INFO | item: 346, logits: tensor([[0.1665, 0.0131]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:25 | INFO | item: 347, logits: tensor([[0.1645, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:25 | INFO | item: 348, logits: tensor([[0.1679, 0.0136]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:25 | INFO | item: 349, logits: tensor([[0.1670, 0.0118]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:25 | INFO | item: 350, logits: tensor([[0.1677, 0.0122]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:30 | INFO | item: 351, logits: tensor([[0.1647, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:31 | INFO | item: 352, logits: tensor([[0.1675, 0.0130]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:31 | INFO | item: 353, logits: tensor([[0.1658, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:31 | INFO | item: 354, logits: tensor([[0.1674, 0.0136]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:34 | INFO | item: 355, logits: tensor([[0.1674, 0.0132]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:34 | INFO | item: 356, logits: tensor([[0.1666, 0.0120]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:35 | INFO | item: 357, logits: tensor([[0.1680, 0.0131]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:35 | INFO | item: 358, logits: tensor([[0.1679, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:40 | INFO | item: 359, logits: tensor([[0.1663, 0.0130]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:40 | INFO | item: 360, logits: tensor([[0.1668, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:40 | INFO | item: 361, logits: tensor([[0.1675, 0.0132]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:40 | INFO | item: 362, logits: tensor([[0.1670, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:46 | INFO | item: 363, logits: tensor([[0.1653, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:46 | INFO | item: 364, logits: tensor([[0.1678, 0.0137]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:46 | INFO | item: 365, logits: tensor([[0.1649, 0.0128]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:46 | INFO | item: 366, logits: tensor([[0.1680, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:51 | INFO | item: 367, logits: tensor([[0.1678, 0.0138]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:51 | INFO | item: 368, logits: tensor([[0.1644, 0.0122]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:51 | INFO | item: 369, logits: tensor([[0.1642, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:51 | INFO | item: 370, logits: tensor([[0.1676, 0.0127]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:56 | INFO | item: 371, logits: tensor([[0.1685, 0.0144]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:56 | INFO | item: 372, logits: tensor([[0.1653, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:07:56 | INFO | item: 373, logits: tensor([[0.1662, 0.0136]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:07:57 | INFO | item: 374, logits: tensor([[0.1673, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:03 | INFO | item: 375, logits: tensor([[0.1664, 0.0117]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:03 | INFO | item: 376, logits: tensor([[0.1679, 0.0130]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:03 | INFO | item: 377, logits: tensor([[0.1667, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:03 | INFO | item: 378, logits: tensor([[0.1664, 0.0130]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:07 | INFO | item: 379, logits: tensor([[0.1663, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:07 | INFO | item: 380, logits: tensor([[0.1682, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:07 | INFO | item: 381, logits: tensor([[0.1678, 0.0141]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:07 | INFO | item: 382, logits: tensor([[0.1647, 0.0118]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:12 | INFO | item: 383, logits: tensor([[0.1653, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:12 | INFO | item: 384, logits: tensor([[0.1681, 0.0138]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:12 | INFO | item: 385, logits: tensor([[0.1669, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:12 | INFO | item: 386, logits: tensor([[0.1668, 0.0125]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:15 | INFO | item: 387, logits: tensor([[0.1671, 0.0125]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:15 | INFO | item: 388, logits: tensor([[0.1660, 0.0116]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:16 | INFO | item: 389, logits: tensor([[0.1667, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:16 | INFO | item: 390, logits: tensor([[0.1679, 0.0124]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:16 | INFO | item: 391, logits: tensor([[0.1688, 0.0142]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:16 | INFO | item: 392, logits: tensor([[0.1685, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:16 | INFO | item: 393, logits: tensor([[0.1645, 0.0121]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:16 | INFO | item: 394, logits: tensor([[0.1619, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:17 | INFO | item: 395, logits: tensor([[0.1641, 0.0116]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:20 | INFO | item: 396, logits: tensor([[0.1673, 0.0131]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:20 | INFO | item: 397, logits: tensor([[0.1652, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:20 | INFO | item: 398, logits: tensor([[0.1646, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:21 | INFO | item: 399, logits: tensor([[0.1678, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:27 | INFO | item: 400, logits: tensor([[0.1655, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:27 | INFO | item: 401, logits: tensor([[0.1671, 0.0136]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:27 | INFO | item: 402, logits: tensor([[0.1654, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:27 | INFO | item: 403, logits: tensor([[0.1675, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:31 | INFO | item: 404, logits: tensor([[0.1678, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:31 | INFO | item: 405, logits: tensor([[0.1677, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:31 | INFO | item: 406, logits: tensor([[0.1670, 0.0122]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:32 | INFO | item: 407, logits: tensor([[0.1616, 0.0130]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:35 | INFO | item: 408, logits: tensor([[0.1662, 0.0126]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:36 | INFO | item: 409, logits: tensor([[0.1661, 0.0117]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:36 | INFO | item: 410, logits: tensor([[0.1667, 0.0122]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:36 | INFO | item: 411, logits: tensor([[0.1682, 0.0134]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:38 | INFO | item: 412, logits: tensor([[0.1676, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:41 | INFO | item: 413, logits: tensor([[0.1630, 0.0123]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:41 | INFO | item: 414, logits: tensor([[0.1648, 0.0117]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:41 | INFO | item: 415, logits: tensor([[0.1665, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:41 | INFO | item: 416, logits: tensor([[0.1678, 0.0120]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:47 | INFO | item: 417, logits: tensor([[0.1667, 0.0131]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:47 | INFO | item: 418, logits: tensor([[0.1654, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:47 | INFO | item: 419, logits: tensor([[0.1631, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:47 | INFO | item: 420, logits: tensor([[0.1636, 0.0117]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:53 | INFO | item: 421, logits: tensor([[0.1679, 0.0136]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:53 | INFO | item: 422, logits: tensor([[0.1661, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:53 | INFO | item: 423, logits: tensor([[0.1628, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:53 | INFO | item: 424, logits: tensor([[0.1642, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:58 | INFO | item: 425, logits: tensor([[0.1655, 0.0114]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:58 | INFO | item: 426, logits: tensor([[0.1670, 0.0129]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:08:59 | INFO | item: 427, logits: tensor([[0.1639, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:08:59 | INFO | item: 428, logits: tensor([[0.1655, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:02 | INFO | item: 429, logits: tensor([[0.1685, 0.0145]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:02 | INFO | item: 430, logits: tensor([[0.1679, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:02 | INFO | item: 431, logits: tensor([[0.1673, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:03 | INFO | item: 432, logits: tensor([[0.1682, 0.0131]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:08 | INFO | item: 433, logits: tensor([[0.1667, 0.0130]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:09 | INFO | item: 434, logits: tensor([[0.1635, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:09 | INFO | item: 435, logits: tensor([[0.1648, 0.0129]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:09 | INFO | item: 436, logits: tensor([[0.1664, 0.0125]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:09 | INFO | item: 437, logits: tensor([[0.1679, 0.0128]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:09 | INFO | item: 438, logits: tensor([[0.1647, 0.0118]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:09 | INFO | item: 439, logits: tensor([[0.1677, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:10 | INFO | item: 440, logits: tensor([[0.1640, 0.0115]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:15 | INFO | item: 441, logits: tensor([[0.1638, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:15 | INFO | item: 442, logits: tensor([[0.1677, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:15 | INFO | item: 443, logits: tensor([[0.1656, 0.0124]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:16 | INFO | item: 444, logits: tensor([[0.1664, 0.0132]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:22 | INFO | item: 445, logits: tensor([[0.1636, 0.0129]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:22 | INFO | item: 446, logits: tensor([[0.1669, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:22 | INFO | item: 447, logits: tensor([[0.1647, 0.0117]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:23 | INFO | item: 448, logits: tensor([[0.1676, 0.0133]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:23 | INFO | item: 449, logits: tensor([[0.1685, 0.0135]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:23 | INFO | item: 450, logits: tensor([[0.1662, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:25 | INFO | item: 451, logits: tensor([[0.1670, 0.0144]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:28 | INFO | item: 452, logits: tensor([[0.1673, 0.0126]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:28 | INFO | item: 453, logits: tensor([[0.1680, 0.0136]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:28 | INFO | item: 454, logits: tensor([[0.1653, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:31 | INFO | item: 455, logits: tensor([[0.1640, 0.0117]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:35 | INFO | item: 456, logits: tensor([[0.1666, 0.0127]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:35 | INFO | item: 457, logits: tensor([[0.1666, 0.0127]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:35 | INFO | item: 458, logits: tensor([[0.1618, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:37 | INFO | item: 459, logits: tensor([[0.1678, 0.0146]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:40 | INFO | item: 460, logits: tensor([[0.1677, 0.0139]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:40 | INFO | item: 461, logits: tensor([[0.1651, 0.0117]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:40 | INFO | item: 462, logits: tensor([[0.1659, 0.0137]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:40 | INFO | item: 463, logits: tensor([[0.1668, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:45 | INFO | item: 464, logits: tensor([[0.1659, 0.0122]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:45 | INFO | item: 465, logits: tensor([[0.1662, 0.0131]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:46 | INFO | item: 466, logits: tensor([[0.1682, 0.0135]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:46 | INFO | item: 467, logits: tensor([[0.1668, 0.0133]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:52 | INFO | item: 468, logits: tensor([[0.1667, 0.0121]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:52 | INFO | item: 469, logits: tensor([[0.1681, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:52 | INFO | item: 470, logits: tensor([[0.1685, 0.0143]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:52 | INFO | item: 471, logits: tensor([[0.1673, 0.0127]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:58 | INFO | item: 472, logits: tensor([[0.1665, 0.0131]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:58 | INFO | item: 473, logits: tensor([[0.1639, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:09:58 | INFO | item: 474, logits: tensor([[0.1656, 0.0124]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:09:58 | INFO | item: 475, logits: tensor([[0.1631, 0.0125]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:10:01 | INFO | item: 476, logits: tensor([[0.1661, 0.0126]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:02 | INFO | item: 477, logits: tensor([[0.1633, 0.0120]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:02 | INFO | item: 478, logits: tensor([[0.1667, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:02 | INFO | item: 479, logits: tensor([[0.1681, 0.0138]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:02 | INFO | item: 480, logits: tensor([[0.1649, 0.0123]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:02 | INFO | item: 481, logits: tensor([[0.1678, 0.0134]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:02 | INFO | item: 482, logits: tensor([[0.1660, 0.0125]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:03 | INFO | item: 483, logits: tensor([[0.1657, 0.0116]], device='cuda:0'), Labels: tensor([0], device='cuda:0')
2025-01-07 at 20:10:08 | INFO | item: 484, logits: tensor([[0.1660, 0.0117]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
2025-01-07 at 20:10:08 | INFO | item: 485, logits: tensor([[0.1648, 0.0121]], device='cuda:0'), Labels: tensor([1], device='cuda:0')
